customer_id,first_name,last_name,email,phone,address,city,country,registration_date,birth_date,gender,customer_segment
8594,Nathan,Cañas,bwinters@example.net,+34 708 61 04 17,"38790 Richard Villages, Lake Sheenaborough, MD 31237",Córdoba,Niue,2022-10-25,1979-01-20,O,Premium
8595,Mario,Lloret,jamesmoore@example.com,001-952-832-5688x05824,"Pasadizo de Febe Esteve 53 Piso 1 , Huesca, 19311",Klineville,Nauru,2024-12-14,1972-07-09,M,Premium
8596,Osvaldo,Maldonado,yagollorente@example.com,+34881 750 186,"Paseo de Asunción Figueras 43 Apt. 21 , Lugo, 05170",New Christopher,Italy,2024-03-22,1986-04-11,M,Premium
8597,Kike,Garcia,humphreydaniel@example.com,(210)952-2210,"USS Cobb, FPO AA 54341",Valladolid,Korea,2020-11-23,1986-12-25,M,Basic
8598,John,Roberson,osunaconsuela@example.net,(207)521-7642,"3241 Santana Rapid Apt. 231, Finleyton, VA 79153",Guadalajara,Chad,2021-05-29,1980-05-21,M,Standard
8599,John,Cooper,laura68@example.net,+34 972644555,"C. Irene Julián 27, Baleares, 51408",Sevilla,Polonia,2022-05-01,1991-05-16,O,Standard
8600,Francisco Javier,Portillo,shawn35@example.org,+1-555-627-8303x8206,"Cañada de Noé Vidal 6, Albacete, 03709",Hicksburgh,Norway,2021-04-08,1946-10-17,M,Standard
8601,Jerónimo,Gaya,bondchristopher@example.com,+34928 83 03 34,"Pasaje de Ildefonso Anguita 22, Jaén, 48071",Carrollburgh,Afganistán,2024-08-13,1999-03-09,M,Basic
8602,Rafael,Teruel,psmith@example.org,+34887 40 83 85,"22759 Smith Spring Suite 632, Leblancbury, MI 57263",Ravenberg,Guernsey,2023-01-12,1963-05-24,M,Premium
8603,Craig,Briones,llane@example.net,001-463-246-0738,"Rambla de Inmaculada Pinto 78, Sevilla, 10619",West Tammystad,Azerbaiyán,2021-11-21,1985-02-01,F,Basic
8604,Christian,Ward,yesteban@example.com,+34 983 46 85 43,"Cañada Francisco Jose Torralba 70, Ciudad, 08122",Huelva,Mauritania,2021-08-29,1976-11-30,F,Basic
8605,Antonio,Cole,holly15@example.net,(937)687-5366,"Pasaje Ramiro Mayo 90, Zamora, 41681",Lake Michael,Mali,2025-04-22,1987-02-28,F,Basic
8606,April,Múgica,pavonobdulia@example.org,+34 882 713 421,"528 Dunn Roads, New Cynthia, UT 59252",Baleares,Swaziland,2021-05-29,1997-09-29,F,Premium
8607,Lee,Black,ramirezthomas@example.com,+34 881 14 26 64,"Urbanización Lucas Borrego 80, Huesca, 03791",North Ryanbury,Malta,2021-03-20,1950-03-26,M,Basic
8608,Albino,Larson,tcastells@example.org,321-771-4664x7483,"2010 Frazier Parks, Clairemouth, NY 69335",Tarragona,Seychelles,2022-04-01,1987-05-08,O,Standard
8609,Berta,Carr,cgimenez@example.org,596.733.6059,"777 Amanda Brook, West Michael, CO 87874",Justinton,Vanuatu,2023-06-15,1999-09-24,F,Standard
8610,Angela,Nadal,james43@example.net,282.560.4492x5502,"Paseo Raúl Segura 8, Zaragoza, 26494",Huelva,Tanzania,2023-04-08,2003-03-05,O,Premium
8611,Matthew,Cox,riveronoelia@example.net,+34 867398225,"Calle de Rosaura Chaparro 107, Ceuta, 10315",New Richardmouth,Bermuda,2024-03-13,1990-01-22,M,Basic
8612,Mark,Hernando,peralamado@example.com,(964)840-1742x12521,"3512 Keith Brook Apt. 923, Lake Morgan, NE 42108",Sevilla,American Samoa,2021-10-29,1982-01-12,O,Premium
8613,Julie,Bermúdez,tiburcio85@example.org,001-975-269-2566,"Cañada Blas Alba 742, Cáceres, 22695",Ciudad,Liberia,2021-12-17,2005-11-19,M,Premium
8614,Melania,Marco,pjohnson@example.com,+34 941 291 626,"13794 Lynch Centers, New Roberthaven, RI 15927",West Gailtown,Congo,2021-06-06,1993-12-30,F,Premium
8615,Ileana,Marco,mitchellcarol@example.net,+34979 465 496,"747 Smith Village, South Amyhaven, IN 68177",New Alexis,República Árabe Siria,2022-04-23,1996-01-30,M,Premium
8616,Fabián,Aliaga,lopezrosario@example.net,+34 987459157,"052 Tracy Ford Apt. 661, Johnton, ME 09521",Olsonside,Alemania,2023-01-18,1990-05-14,O,Standard
8617,Mark,Llobet,teo33@example.com,+34886 756 046,"Ronda de Maxi Quintero 68, Baleares, 14938",West Brittany,Niger,2020-12-09,1999-02-21,F,Standard
8618,Montserrat,Durán,jose-migueltorrecilla@example.net,+34984 13 36 29,"Alameda Francisco Jose Pou 81, Valladolid, 19524",Lake Ashleyfort,Trinidad and Tobago,2023-01-01,1998-08-16,O,Standard
8619,Linda,Buendía,loretoquevedo@example.org,+34 880 371 426,"Paseo de Che Valenciano 68 Apt. 39 , Sevilla, 45265",Port Devinbury,United Arab Emirates,2024-05-01,1948-02-08,F,Standard
8620,Anacleto,Ruiz,ebrown@example.net,465-498-1458x1936,"2626 Amy Stravenue Suite 801, South Anthony, RI 06757",Toledo,Niger,2024-03-07,1964-11-27,O,Standard
8621,Elizabeth,Horton,jacevedo@example.com,+34 921132489,"Paseo Perla Borrás 49 Apt. 78 , Valladolid, 30561",New Kevinport,Andorra,2021-01-31,2003-02-01,F,Standard
8622,Amy,Duque,maldonadoariel@example.com,+34926 631 596,"Rambla Felisa Mosquera 33 Piso 7 , Cantabria, 12297",Cuenca,Azerbaijan,2023-01-24,2005-12-12,O,Premium
8623,Eli,Quiroga,reynaldo65@example.net,001-375-820-9777x065,"Camino de Georgina Rozas 924 Apt. 85 , Málaga, 16942",Raymondchester,Uganda,2023-07-14,1995-01-21,M,Standard
8624,Joseph,Nguyen,dmontero@example.net,+34901292916,"Pasaje de Esteban Villalba 938 Apt. 44 , Soria, 37311",Hamiltonborough,India,2022-03-15,1990-05-21,M,Standard
8625,Francisco Jose,Valenzuela,curtismarshall@example.net,+34985772954,"Via de Anacleto Peláez 30, Pontevedra, 37204",Lisahaven,Seychelles,2020-06-14,1984-04-17,F,Standard
8626,Nancy,Murcia,solergabriela@example.com,+34821 49 93 42,"Pasaje Fermín Sabater 100, Castellón, 39600",Guipúzcoa,Lebanon,2021-04-19,1970-09-15,F,Basic
8627,Maricruz,Brown,jesse82@example.net,+34880 642 757,"Pasadizo Aránzazu Girona 25 Puerta 2 , Asturias, 17523",Jameston,Japan,2024-12-27,1966-11-23,O,Basic
8628,Antonio,Hughes,pellicercandelaria@example.net,+34 846256652,"Callejón Lucía Ripoll 78 Piso 3 , Ávila, 15919",Almería,Fiji,2022-08-28,1958-05-16,O,Basic
8629,María Pilar,Jones,sullivanlori@example.org,001-225-855-4684,"Callejón de Custodio Hurtado 750, León, 07775",North Matthewstad,Paraguay,2024-02-12,1944-08-27,O,Standard
8630,Rhonda,Rodriguez,xbermudez@example.com,+34 803199451,"Acceso Macario Hoz 523, Murcia, 10619",South Henryview,Cocos (Keeling) Islands,2024-03-21,1983-12-17,M,Basic
8631,Isidoro,Hayden,adamscarol@example.net,+34984 234 954,"37579 Stafford Manors Suite 931, Johnsonside, OH 55061",Lake Mark,Israel,2024-06-19,2001-02-17,F,Basic
8632,Chloe,Smith,morenosotelo@example.org,6372946946,"Pasaje de Emiliano Castell 46 Puerta 4 , Barcelona, 16897",East Jacqueline,Uzbekistán,2024-08-02,1955-12-11,F,Basic
8633,Anselma,Espejo,mespada@example.net,+1-392-317-9255x47053,"Vial Maribel Orozco 75, Guadalajara, 24898",Barcelona,Bulgaria,2021-11-08,2005-06-19,F,Basic
8634,Manuela,Nelson,cooperbailey@example.net,991-572-6318x0691,"Camino de Fanny Torralba 18, Huelva, 31315",West Kerrychester,Angola,2024-04-11,1966-11-30,O,Premium
8635,Pascual,Pollard,flowersjohn@example.net,579-939-7957x497,"Paseo de Juan Luis Guitart 2, Jaén, 21007",La Rioja,Timor-Leste,2024-09-14,2002-11-04,O,Basic
8636,Andrew,Cañete,fabianaangulo@example.com,+34926911792,"Calle de Delfina Medina 62 Apt. 45 , Las Palmas, 17514",North Briannatown,Guyana,2020-10-27,1970-12-16,O,Basic
8637,Lupita,Shepherd,christophershelton@example.net,+34 888 65 75 88,"Rambla Cirino Barral 21, Cáceres, 03929",Huesca,Malawi,2025-01-06,1991-10-08,O,Basic
8638,Leocadia,Sans,ivanyuste@example.net,470.780.5056x462,"Rambla Regina Meléndez 20 Piso 6 , Alicante, 22046",North Andreaview,Islas Marshall,2021-03-02,1999-03-16,M,Premium
8639,Melissa,Garcia,evan60@example.net,884-489-8193x049,"52055 Michael Motorway, Port Timothy, ID 36809",North Stephanie,Fiji,2024-06-14,1946-01-15,F,Premium
8640,George,Polo,sheltondiane@example.com,+34721 83 57 35,"7347 Smith Vista, North Austin, NV 23063",Port Daniel,España,2022-10-20,1986-04-17,M,Premium
8641,Rachel,Alfaro,gdiaz@example.net,498-290-8409x91995,"Vial Griselda Seco 90 Apt. 54 , Las Palmas, 47965",Cuenca,Dinamarca,2023-01-22,1972-01-19,F,Standard
8642,Maristela,Webb,rossdebra@example.org,+1-776-428-6494x5277,"Cuesta Obdulia Alberola 86, Vizcaya, 12729",Segovia,New Zealand,2022-01-18,1965-04-20,M,Premium
8643,Aníbal,Ordóñez,zlarranaga@example.com,001-655-935-3564x70747,"Paseo de Rosaura Blázquez 947, Ciudad, 36301",Cáceres,Belarus,2024-03-08,1990-07-17,F,Basic
8644,Breanna,Brooks,wmurcia@example.org,+1-432-641-9254x98079,"82117 Amanda Mill, Brianburgh, SD 70863",Michelleland,Ecuador,2021-06-27,1993-07-15,O,Premium
8645,Cynthia,Dunn,padillaobdulia@example.org,+34825633380,"Avenida Anna Jódar 5 Piso 2 , Guipúzcoa, 10357",Lake Franciscobury,Paraguay,2024-08-31,2000-02-11,F,Premium
8646,Fabricio,Smith,ibrooks@example.net,+34 800 641 064,"Rambla de Loreto Velasco 95, Melilla, 18839",Aguilarstad,Falkland Islands (Malvinas),2020-08-20,1970-06-09,O,Premium
8647,Andrew,Smith,zhuguet@example.net,+1-697-314-1181x179,"74201 Jessica Underpass, Martinbury, MI 08260",West Cynthia,North Macedonia,2020-07-03,1948-12-02,M,Basic
8648,Michele,Castro,emoreno@example.org,001-513-944-5308x99316,"877 Melanie Mission Apt. 643, North Reneeburgh, TX 86172",León,Netherlands Antilles,2025-01-27,1976-05-02,F,Basic
8649,Nicholas,Jara,jameshernandez@example.com,229-928-3981,"21996 Luis Station Apt. 757, Kristinaland, FM 79350",Lake Julia,Montenegro,2020-07-26,2004-06-12,M,Basic
8650,John,Cabo,adolfo42@example.com,+34 884 70 07 17,"Rambla Loreto Salas 73 Piso 5 , Huesca, 02512",Sevilla,Guinea-Bissau,2023-08-26,2001-08-03,O,Standard
8651,Tracey,Acevedo,camila74@example.org,+34887 99 32 46,"67053 Lawson Fall Apt. 130, New Peterport, VT 07359",Valencia,Botswana,2023-01-20,1956-09-05,M,Premium
8652,Leslie,Doménech,awatkins@example.com,+34948 66 82 18,"Cañada de Nico Plaza 33 Puerta 1 , Murcia, 36209",Valencia,Guinea,2024-07-28,1974-03-28,M,Premium
8653,Armando,Gray,melanie59@example.net,+1-528-318-8767x86111,"Cuesta Luis Miguel Nicolau 56, Badajoz, 09129",León,Suriname,2020-08-23,1976-09-03,F,Premium
8654,Mayte,Real,farreelisa@example.net,+34 823640137,"Pasadizo Javiera Amores 3, León, 29123",Álava,Lituania,2022-05-01,1985-03-04,F,Premium
8655,Raquel,Heath,brittanychurch@example.org,+34 949220203,"0442 Suzanne Islands Suite 087, Wigginston, DE 70114",Port Brandonmouth,Bhután,2022-07-05,1997-08-17,O,Standard
8656,Hernán,Reid,john44@example.org,+34 922 313 158,"3664 Proctor Haven Apt. 232, Nealtown, MT 95465",Davidtown,India,2022-10-21,1964-05-07,O,Standard
8657,Kenneth,Marcos,juan-carlosposada@example.com,+34971 310 122,"10560 Barnes Shoal, Leeberg, OH 24782",Lleida,Timor-Leste,2024-01-26,1961-07-26,O,Basic
8658,Quirino,Villa,cecilio39@example.net,+34944246032,"Plaza Severiano Tejedor 9, Guadalajara, 11117",Port Johnhaven,Tonga,2020-12-31,1976-12-12,F,Premium
8659,Anthony,Roy,haroldocalzada@example.net,310.470.4467x72788,"0862 Sanchez Manors Suite 640, Millerside, VI 79455",Lake Tylerstad,Somalia,2020-12-19,2000-10-30,M,Standard
8660,Lori,Sevilla,taylorhuffman@example.com,(691)607-9287x5663,"USNV Bentley, FPO AE 71630",Lake Madison,British Virgin Islands,2023-09-11,1976-02-11,O,Premium
8661,Narciso,Ramirez,sandraoliver@example.com,+34 841 68 39 61,"Plaza de Abigaíl Alcaraz 783 Puerta 6 , Salamanca, 06173",Sevilla,Mongolia,2023-11-14,1993-05-23,F,Basic
8662,Flora,Adams,tamara10@example.com,+34 945 268 168,"Pasaje Valentín Fortuny 42, Ciudad, 16678",Thomasmouth,Ukraine,2021-11-20,1955-07-07,O,Premium
8663,Mary,Fitzgerald,wrovira@example.net,+34 701 03 36 42,"Glorieta de Macaria Borrell 77, Segovia, 36091",Guipúzcoa,Hong Kong,2025-05-11,1996-02-19,M,Premium
8664,Jose Antonio,Céspedes,joneskristin@example.net,+34985 73 70 66,"599 Nathan Centers, Lewisstad, TN 72375",Palencia,Armenia,2025-01-05,1964-10-13,F,Standard
8665,Olga,Polo,jennysoto@example.com,+34972081717,"Alameda de Víctor Cuadrado 209, Alicante, 52073",Zaragoza,Liechtenstein,2021-12-02,2000-10-17,M,Premium
8666,Bryan,Park,alberdiirene@example.net,+34 806 766 495,"0084 Guzman Flat, Phillipview, MN 75029",León,Barbados,2022-02-02,1962-02-02,M,Premium
8667,Raimundo,Lopez,lidia77@example.com,783-850-4152x13576,"7289 Elizabeth Path Suite 145, South Darrenhaven, KY 59111",West Leslie,Grecia,2022-03-19,1971-05-16,F,Premium
8668,Justin,Lara,burkeshawn@example.com,+34926434371,"0604 Jennifer Rapids Apt. 741, Matthewside, UT 14094",Vizcaya,Nicaragua,2023-03-24,1945-05-27,F,Premium
8669,Tanya,Cárdenas,phillip46@example.com,538-292-4457x6961,"Callejón Lourdes Serna 20, Ceuta, 40847",West Shawnberg,Madagascar,2022-04-06,1974-02-18,O,Basic
8670,Bienvenida,Mitchell,ambrosio03@example.com,762.202.9548x005,"5367 Curtis Crossroad Apt. 897, Lake Ianside, KY 80877",Baleares,Saint Kitts y Nevis,2021-05-14,1973-04-20,O,Premium
8671,Roberto,Allen,adoracionmata@example.net,+34698 91 88 54,"Glorieta Aura Rocha 5 Puerta 4 , Valencia, 47580",Cáceres,Vietman,2023-04-10,1997-10-10,M,Standard
8672,Ileana,Long,lambjason@example.net,+34946216544,"1870 Park Prairie Apt. 066, Lake Eric, NC 51312",Guadalajara,Iraq,2021-10-12,1955-03-31,F,Basic
8673,Reina,Gimeno,lopearamburu@example.org,+34710465704,"950 Ann Pines Apt. 451, Harrisberg, OR 03598",West Tracie,Canadá,2021-04-09,1963-06-21,O,Standard
8674,Nicolasa,Barriga,yward@example.net,+1-211-853-5393,"Cuesta Andrea Pol 4 Piso 9 , Ciudad, 34602",Cádiz,Guinea,2023-04-13,1963-05-28,F,Basic
8675,Bernarda,Madrid,diana88@example.net,+34 820 11 84 00,"147 Ward Divide, Margaretfort, IN 52018",Asturias,Seychelles,2025-05-02,1982-03-24,M,Basic
8676,Zachary,Rosales,sylviakaufman@example.net,+34828 751 574,"32449 Golden Drive, Michellestad, MI 34533",Tarragona,Senegal,2022-06-30,1959-07-01,M,Premium
8677,Laura,Salamanca,marta46@example.org,355-253-4574x07854,"59543 Thompson Fields Suite 548, Williamsshire, TX 80821",Vizcaya,Israel,2021-05-13,1990-11-20,O,Standard
8678,Guiomar,Bailey,felicia13@example.net,+34 846064700,"279 Miles Drives, Nguyenburgh, ID 04009",Granada,República Centroafricana,2022-03-12,1962-08-11,F,Premium
8679,Janice,Melero,anita43@example.com,+34 846 44 71 26,"2384 Orr Glen Apt. 174, Hillstad, OH 08886",Lake Jason,Marshall Islands,2024-12-15,1984-11-23,O,Premium
8680,Sabrina,Enríquez,richardsonjulie@example.org,+34843 365 819,"269 Carolyn Springs, Lake Johnport, FL 45353",New Cynthiaton,Islas Marshall,2022-01-02,1947-05-06,F,Basic
8681,Mary,Taylor,anacletomanso@example.net,+34826475152,"Rambla de Ale Ferrera 76, Almería, 09585",Castellón,Colombia,2022-09-17,1992-12-04,O,Premium
8682,América,Ryan,pperez@example.com,+1-224-954-9709,"31843 Mitchell Club Apt. 171, West Michaelborough, MT 12152",Ciudad,Netherlands Antilles,2021-06-28,1999-01-19,F,Standard
8683,Lisa,Pozuelo,ibanezroman@example.com,+1-414-925-8951x9294,"1049 Luna Meadow Suite 511, Parkermouth, PR 59641",Alicante,Zambia,2021-12-19,1951-06-08,F,Premium
8684,Nerea,Jones,john47@example.com,269-209-5456x479,"Rambla Ricardo Villalobos 8 Piso 7 , Toledo, 11598",Santa Cruz de Tenerife,Bhután,2024-06-29,1946-10-13,F,Standard
8685,Charles,Mulet,sofia57@example.net,+34 879 005 707,"Rambla de María Jesús Llabrés 8, Asturias, 24775",Barcelona,Belarus,2022-02-18,1954-03-04,O,Basic
8686,Amy,Alegria,martinezdonna@example.org,001-882-909-1620x0227,"Ronda Jose Manuel Blanch 46 Puerta 5 , Huesca, 30930",Lugo,Islas Salomón,2022-06-16,1953-10-20,M,Standard
8687,Macarena,Diez,moramarcelino@example.com,001-251-482-1076,"Alameda de Dora Anglada 72 Puerta 9 , Almería, 33576",Warrenberg,Camboya,2021-06-04,2003-01-02,O,Basic
8688,Brandon,Brown,scottharper@example.net,(791)290-5535x301,"3060 White Unions, New Amy, LA 96991",Navarra,Barbados,2022-01-16,1993-08-08,M,Basic
8689,Howard,Hernandez,mpitts@example.org,001-814-943-4904x30055,"Cuesta Felipa Uriarte 58, Vizcaya, 17826",Moniqueside,Greece,2022-07-12,1960-01-07,M,Premium
8690,Troy,Wall,justin37@example.org,+34 973189554,"Paseo Marcio Cortina 34, Cuenca, 26248",Alexfurt,Antigua y Barbuda,2024-03-29,1980-03-22,O,Standard
8691,Angélica,Prats,peralascension@example.org,+34959 788 783,"USCGC Smith, FPO AA 58853",Baleares,Guam,2024-09-12,1962-11-27,F,Basic
8692,Charles,Anderson,zlanda@example.com,+34 875 04 62 50,"2620 Natalie Expressway Suite 949, West Wesleyborough, MS 84035",Cantabria,Canada,2021-01-31,1995-04-24,M,Premium
8693,Mark,Ball,lola47@example.org,001-745-696-1364x933,"92176 Randy Run Apt. 881, Batesfurt, WA 38354",Cádiz,Israel,2022-01-12,1946-08-05,F,Premium
8694,Bautista,Muñoz,ubauza@example.com,(839)568-9249,"265 Scott Causeway Suite 909, Bennettmouth, MP 95857",Port Gina,República de Macedonia del Norte,2022-02-14,1977-04-09,O,Standard
8695,Luis Ángel,Kramer,luquemanolo@example.com,+1-550-919-0182x7344,"Ronda Jacinto Cáceres 80 Piso 4 , Valencia, 42963",Rebeccafort,República Unida de Tanzanía,2021-12-28,1997-02-13,M,Standard
8696,Christina,Cruz,twilliamson@example.org,944.474.3634x7547,"2771 Jesus Well, East Jessica, OK 21447",Ávila,Botswana,2022-10-04,1983-03-07,F,Premium
8697,Thomas,Espejo,wbueno@example.com,001-817-286-9482x1108,"7105 Thomas Port Apt. 718, East Jody, TX 14392",Granada,Santa Lucía,2020-07-17,1972-01-30,M,Basic
8698,Benito,Macías,mireiaprat@example.net,346.775.0242x66166,"Cuesta de Santiago Llorens 98, Zamora, 18683",Soria,Philippines,2021-01-21,1972-03-20,M,Premium
8699,Dan,Niño,fishersamantha@example.net,+34 825 19 71 10,"96119 Bishop Underpass, Madisonborough, ME 63264",Port Gabriela,Guadeloupe,2024-01-20,1968-02-21,M,Basic
8700,Aaron,Robinson,gcervantes@example.com,+34987 12 14 72,"797 Tapia Court, Haileyport, AR 30510",Valladolid,Jordania,2021-05-28,1998-03-11,F,Basic
8701,Francisco Javier,Cabello,melisa23@example.net,+34 945267051,"Cuesta Santiago Lastra 32, Soria, 48824",North Dianafurt,France,2022-12-10,1966-02-10,M,Standard
8702,Colleen,Requena,dvicens@example.com,+34825 377 408,"66667 Matthew Knoll Suite 372, Dylanmouth, MI 42325",Riddleshire,Croacia,2020-12-18,1995-12-14,M,Premium
8703,Brian,Salamanca,hansonvanessa@example.com,+34 984 912 947,"48256 Ramos Isle Suite 599, East Kenneth, DC 41273",North Makayla,Malaysia,2022-04-21,1981-01-08,F,Standard
8704,Nicholas,Borja,kimberly74@example.org,+34727 035 068,"5296 Rodriguez Stravenue Suite 299, Davisshire, ID 14236",Bradleyburgh,Italia,2023-12-26,2003-05-07,O,Basic
8705,Aurora,Gray,kiaradelacruz@example.net,+34847 833 980,"Alameda de Regina Solís 77, Burgos, 20442",León,Lituania,2024-01-16,1986-07-11,M,Basic
8706,Severiano,Salgado,igray@example.org,+34 958165503,"6362 Ashley Garden, Jasonberg, VA 49243",Cáceres,Camerún,2021-06-08,1959-04-21,M,Premium
8707,Silvio,Sandoval,febesoria@example.com,+34 932261350,"Via Valero Jaén 89 Puerta 5 , Girona, 49233",Granada,Senegal,2020-08-01,1975-12-28,O,Premium
8708,Clímaco,Mariscal,gonzalo55@example.com,822-266-3495,"4850 Monique Forges Apt. 275, South Erik, ME 68565",Sevilla,Netherlands,2020-10-08,1968-08-28,O,Premium
8709,José,Sabater,natividad18@example.net,001-354-877-4554x225,"Camino Reyna Sobrino 79, Ceuta, 48335",Huelva,Romania,2024-12-04,1982-11-04,M,Standard
8710,Chelsea,Barnes,jilldavis@example.org,+34 833 535 912,"Calle de Ariel Navarrete 462, Pontevedra, 42746",Burgos,República Árabe Siria,2022-06-12,1969-11-13,O,Premium
8711,Thomas,Gonzalez,gomezstephanie@example.org,+34820 594 621,"Callejón Julio Ariño 65, Las Palmas, 40541",Melilla,Iceland,2020-10-25,1986-09-17,F,Basic
8712,Corey,Smith,lourdes36@example.com,+34984 782 214,"Rambla de Plinio López 1 Apt. 86 , Valencia, 26694",Valencia,Colombia,2022-12-31,1974-11-11,O,Basic
8713,Consuela,Fritz,ramonagelabert@example.com,481-282-3774x2938,"Callejón de Cristian Martin 12 Puerta 4 , Valladolid, 46601",Jessicaside,Tuvalu,2022-12-01,1975-11-10,M,Premium
8714,Tony,Acosta,jessica53@example.org,(454)640-9123x14988,"307 Barnett Extension Apt. 490, Gregoryburgh, DE 59689",Salamanca,Martinique,2023-02-10,1957-02-07,F,Basic
8715,Macaria,Cózar,brandon67@example.com,001-839-413-1427x9615,"Vial Lara Tamayo 30 Piso 5 , Baleares, 07339",Port Garybury,Camerún,2021-12-22,1972-06-12,O,Basic
8716,Aitana,Summers,hlee@example.org,+34 948 681 626,"Glorieta de Rómulo Torres 157, Asturias, 19837",Guipúzcoa,Uzbekistán,2023-10-05,1990-07-05,M,Premium
8717,Brittany,Gutierrez,melaniacanton@example.org,+34 942 340 319,"7553 Danielle Hill Suite 327, Jamieton, WA 08381",Tarragona,Barbados,2022-11-29,1985-11-07,O,Standard
8718,Borja,Kelly,izhang@example.net,271-704-3234x936,"Via de Horacio Anguita 6 Puerta 9 , Cádiz, 05529",East Emma,Poland,2021-08-23,1964-06-23,O,Basic
8719,Nayara,Sola,smorgan@example.com,+1-917-629-6196,"23609 Jennifer Meadows, New Ericberg, MT 97340",Hollyfort,Netherlands,2020-08-05,1946-03-12,O,Standard
8720,Melchor,Woods,sebastianainara@example.org,(796)345-3409x857,"24338 Thompson Walks Suite 126, Lake Rachel, VI 58094",Navarra,Suecia,2021-09-19,1953-01-30,F,Basic
8721,Andrés,Benitez,katherine28@example.org,(574)463-2927,"Camino de Nereida Castelló 70 Piso 5 , Almería, 36414",New Alexander,Afghanistan,2024-03-15,1977-09-14,M,Basic
8722,Ruperto,Williams,victor-manuel63@example.net,+34945 669 622,"372 Raymond Run, Charlesshire, CT 27857",Albacete,San Vicente y las Granadinas,2025-04-22,1984-09-28,O,Premium
8723,Anthony,Young,sabrinamorrow@example.net,(333)761-4205,"PSC 9888, Box 2723, APO AE 75029",Sanchezfort,Sudán,2020-07-03,2000-10-12,M,Basic
8724,Cristóbal,Ayala,burnettjohn@example.com,265-824-0251x8090,"Callejón de Apolinar Guillen 56 Piso 5 , Soria, 43652",Burgos,República Centroafricana,2024-06-05,1962-09-08,M,Standard
8725,Charles,Short,juan-jose64@example.org,(747)816-9257x079,"76465 Jason Viaduct Apt. 058, North Ronaldfurt, MP 82269",East Garyfurt,Belarús,2021-01-18,1989-09-26,F,Basic
8726,Samantha,Chacón,johnsonhelen@example.net,+34915 61 55 18,"Vial de Galo Borrego 40 Puerta 3 , Tarragona, 17227",Girona,Saint Barthelemy,2025-03-14,1997-07-24,F,Basic
8727,Tina,Pollard,octavio21@example.net,841.214.6880x763,"95444 Pham Parks Apt. 518, West Karen, TX 13184",La Rioja,Luxembourg,2023-09-25,1973-10-24,F,Premium
8728,Rachel,Garay,qescamilla@example.org,570-331-6132x252,"09974 Juan Village Apt. 167, Robertsbury, DE 64695",Badajoz,Grenada,2020-08-31,1994-05-14,M,Premium
8729,Flavia,Sanz,arsenio94@example.net,001-914-988-1081x7222,"23359 Ortiz Divide Apt. 211, Morrisland, NC 45460",East Chadmouth,Egypt,2021-07-08,1991-09-03,M,Basic
8730,Gerónimo,Morgan,elenaparejo@example.net,+34 874 63 42 35,"Callejón Carmela Agustí 20, Barcelona, 27640",Pontevedra,Mozambique,2021-11-24,1985-12-22,M,Premium
8731,Jennifer,Gallegos,johndavis@example.com,(548)367-8382x5983,"Calle Dorotea Galindo 9 Apt. 35 , Guipúzcoa, 12367",Alicante,Slovenia,2021-06-20,1956-02-13,F,Premium
8732,Kirsten,Walker,shortalicia@example.com,+34 977 62 04 41,"Pasaje Nicanor Anglada 59, León, 01423",Córdoba,Kazakhstan,2020-10-21,1949-08-05,M,Basic
8733,Danielle,Bolton,joan65@example.com,+34 949 489 133,"03147 Jason Pine, North Maryshire, GU 59791",Valencia,Montserrat,2022-08-31,1983-03-28,M,Standard
8734,Sabina,Page,katie26@example.org,(430)515-6592,"12031 Vazquez Centers, Lake Kristin, NJ 41722",South Amandashire,Andorra,2021-12-07,1972-03-31,M,Basic
8735,José Mari,Sutton,martinkenneth@example.net,+34966692925,"Ronda Olga Peña 13, Córdoba, 14500",West Aaron,Zimbabwe,2020-10-25,1953-06-21,M,Premium
8736,Jesse,Rodríguez,ashleycooper@example.org,001-557-337-4718x116,"5999 Jones Highway Apt. 823, Luisborough, TX 20538",East Eric,Afganistán,2021-03-11,1975-05-24,M,Standard
8737,África,Garcia,aurorarebollo@example.net,(904)906-1645x9623,"8619 Alexandra Gardens, Cynthiamouth, MD 26906",West Kara,Botswana,2022-07-26,1986-10-15,O,Premium
8738,Venceslás,Gonzalez,gordonmichele@example.com,+34 971 425 412,"Camino Valero Roldan 1, Albacete, 03318",Valladolid,Martinique,2021-12-27,1966-08-23,O,Basic
8739,Michael,Goodwin,mmiller@example.org,300.871.7026x075,"Camino de Aurelio Mendoza 788, Asturias, 26596",South Mariamouth,Turquía,2020-11-16,1995-11-03,M,Standard
8740,Vasco,Salamanca,marceloquesada@example.net,001-785-696-4717,"249 Connie Knoll, East Kathrynfort, DE 16682",Crystalside,American Samoa,2020-12-07,2006-04-25,O,Standard
8741,Emily,Rodriguez,alex47@example.org,9124350728,"Calle de Sandra Prada 247, Teruel, 12828",Toledo,Dominica,2022-02-27,1991-03-15,F,Basic
8742,Manu,Larsen,daniel15@example.org,(311)415-1825x228,"860 Hill Freeway Apt. 495, Mitchellshire, CA 66914",Cáceres,República de Macedonia del Norte,2023-12-24,2006-10-13,F,Premium
8743,Teófilo,Moore,bcastaneda@example.com,611-521-1931,"05473 Andrew Squares Suite 383, Port Jonathanborough, VA 51357",Lawsonton,Cameroon,2021-11-16,1994-01-29,M,Standard
